Serial Number,Day Number,English Word,Part of Speech,Difficulty,Tamil Translation,Hindi Translation,English Example,Tamil Example,Hindi Example,Synonyms,Tamil Meaning
88,Day 18,Elucidate,Verb,Advanced,தெளிவுபடுத்து,समझाना (Samjhaana),Could you elucidate the complex theory?,நீங்கள் சிக்கலான கோட்பாட்டை தெளிவுபடுத்த முடியுமா?,क्या आप जटिल सिद्धांत को समझा सकते हैं?,"Clarify, Explain, Illuminate",விளக்கு
89,Day 18,Fatuous,Adjective,Advanced,முட்டாள்தனமான,मूर्खतापूर्ण (Moorkhataapoorna),The reporter asked a fatuous question.,அந்த நிருபர் ஒரு முட்டாள்தனமான கேள்வியைக் கேட்டார்.,पत्रकार ने एक मूर्खतापूर्ण सवाल पूछा।,"Silly, Foolish, Asinine",அறிவில்லாத
90,Day 19,Hapless,Adjective,Advanced,துரதிர்ஷ்டவசமான,अभागा (Abhaaga),The hapless victim lost everything in the fire.,துரதிர்ஷ்டவசமான பாதிக்கப்பட்டவர் தீ விபத்தில் அனைத்தையும் இழந்தார்.,अभागा पीड़ित आग में सब कुछ खो दिया।,"Unlucky, Unfortunate, Jinxed",பாக்கியமற்ற
91,Day 19,Ineffable,Adjective,Advanced,விவரிக்க முடியாத,अवर्णनीय (Avarnaneey),The beauty of the place was ineffable.,அந்த இடத்தின் அழகு விவரிக்க முடியாதது.,जगह की सुंदरता अवर्णनीय थी।,"Indescribable, Unspeakable, Sublime",சொல்ல இயலாத
92,Day 19,Aberration,Noun,Advanced,விலகல்,विपथन (Vipathan),The anomaly was considered an aberration from the norm.,இந்த ஒழுங்கின்மை வழக்கத்திலிருந்து ஒரு விலகலாக கருதப்பட்டது.,विसंगति को सामान्य से एक विपथन माना गया।,"Anomaly, Deviation, Irregularity",ஒழுங்கின்மை
93,Day 19,Altruistic,Adjective,Advanced,பரோபகார,परोपकारी (Paropkaaree),An altruistic person always tries to help others.,ஒரு பரோபகார நபர் எப்போதும் மற்றவர்களுக்கு உதவ முயற்சிக்கிறார்.,एक परोपकारी व्यक्ति हमेशा दूसरों की मदद करने की कोशिश करता है।,"Selfless, Charitable, Humanitarian",தாராள மனம்
94,Day 19,Callous,Adjective,Advanced,உணர்ச்சியற்ற,कठोर (Kathor),He was criticized for his callous disregard for suffering.,துன்பத்தை உணர்ச்சியற்ற முறையில் புறக்கணித்ததற்காக அவர் விமர்சிக்கப்பட்டார்.,दुख के प्रति उनकी कठोर उपेक्षा के लिए उनकी आलोचना की गई थी।,"Heartless, Insensitive, Cruel",கடும்பற்று
95,Day 20,Dearth,Noun,Advanced,பற்றாக்குறை,कमी (Kamee),There is a dearth of qualified teachers in the area.,இந்த பகுதியில் தகுதிவாய்ந்த ஆசிரியர்கள் பற்றாக்குறை உள்ளது.,क्षेत्र में योग्य शिक्षकों की कमी है।,"Scarcity, Lack, Deficiency",குறைவு
96,Day 20,Efficacy,Noun,Advanced,திறன்,प्रभावकारिता (Prabhaavkaarita),The efficacy of the new medicine is still being tested.,புதிய மருந்தின் திறன் இன்னும் பரிசோதிக்கப்பட்டு வருகிறது.,नई दवा की प्रभावकारिता का अभी भी परीक्षण किया जा रहा है।,"Effectiveness, Potency, Power",செயல் திறன்
97,Day 20,Fecund,Adjective,Advanced,வளமான,उपजाऊ (Upajaaoo),The rainforest is a remarkably fecund ecosystem.,மழைக்காடு குறிப்பிடத்தக்க வளமான சுற்றுச்சூழல் அமைப்பாகும்.,वर्षावन एक उल्लेखनीय रूप से उपजाऊ पारिस्थितिकी तंत्र है।,"Fertile, Productive, Prolific",செழுமையான
98,Day 20,Hackneyed,Adjective,Advanced,பழங்கால,घिसा-पिटा (Ghisa-pita),His speech was full of hackneyed phrases.,அவரது பேச்சு பழங்கால சொற்றொடர்களால் நிறைந்திருந்தது.,उनका भाषण घिसे-पिटे वाक्यांशों से भरा हुआ था।,"Trite, Clichéd, Overused",சலிப்படைந்த
99,Day 20,Iconoclast,Noun,Advanced,சிலைகளை உடைப்பவர்,मूर्तिभंजक (Moortibhanjak),"The young writer was an iconoclast, rejecting tradition.",இளம் எழுத்தாளர் மரபுகளை நிராகரித்து சிலைகளை உடைப்பவராக இருந்தார்.,"युवा लेखक एक मूर्तिभंजक थे, जो परंपरा को अस्वीकार करते थे।","Critic, Dissenter, Rebel",எதிர்ப்பவர்
100,Day 21,Juxtaposition,Noun,Advanced,அருகருகே வைத்தல்,सटाव (Sataav),The juxtaposition of the old and new buildings was striking.,பழைய மற்றும் புதிய கட்டிடங்களை அருகருகே வைத்தது குறிப்பிடத்தக்கது.,पुराने और नए भवनों का सटाव आकर्षक था।,"Contrast, Comparison, Proximity",ஒப்பிடுதல்
