Serial Number,Day Number,English Word,Part of Speech,Difficulty,Tamil Translation,Hindi Translation,English Example,Tamil Example,Hindi Example,Synonyms,Tamil Meaning
92,Day 19,Stolid,Adjective,Intermediate,உணர்ச்சியற்ற,भावहीन (Bhaavheen),He maintained a stolid expression.,அவர் ஒரு உணர்ச்சியற்ற வெளிப்பாட்டைப் பராமரித்தார்.,उन्होंने एक भावहीन अभिव्यक्ति बनाए रखी।,"Calm, Dull, Unemotional",உணர்ச்சிகளால் பாதிக்கப்படாத
93,Day 19,Stymie,Verb,Intermediate,தடுத்து நிறுத்து,रोकना (Rokna),Bad weather stymied the rescue mission.,மோசமான வானிலை மீட்பு பணியை தடுத்து நிறுத்தியது.,खराब मौसम ने बचाव मिशन को रोक दिया।,"Hinder, Block, Obstruct",தடுத்தல்
94,Day 19,Subtle,Adjective,Intermediate,நுட்பமான,सूक्ष्म (Sukshm),There was a subtle difference in the flavors.,சுவைகளில் ஒரு நுட்பமான வித்தியாசம் இருந்தது.,स्वाद में एक सूक्ष्म अंतर था।,"Fine, Delicate, Precise",நுணுக்கமான
95,Day 19,Sycophant,Noun,Intermediate,சுயநல முகஸ்துதி செய்பவர்,चापलूस (Chaaploos),The boss surrounded himself with sycophants.,முதலாளி தன்னைச் சுயநல முகஸ்துதி செய்பவர்களால் சூழ்ந்து கொண்டார்.,बॉस ने खुद को चापलूसों से घेर लिया।,"Flatterer, Toady, Minion",முகஸ்துதி செய்பவர்
96,Day 20,Tacit,Adjective,Intermediate,மௌனமான,मौन (Maun),They reached a tacit agreement.,அவர்கள் ஒரு மௌனமான உடன்பாட்டை அடைந்தனர்.,वे एक मौन समझौते पर पहुँचे।,"Implicit, Silent, Unspoken",மௌனமான சம்மதம்
97,Day 20,Tenet,Noun,Intermediate,கோட்பாடு,सिद्धांत [Siddhaant],Freedom is a fundamental tenet of democracy.,சுதந்திரம் ஜனநாயகத்தின் அடிப்படை கோட்பாடு.,स्वतंत्रता लोकतंत्र का एक मूलभूत सिद्धांत है।,"Principle, Belief, Doctrine",கொள்கை
98,Day 20,Tenuous,Adjective,Intermediate,மெல்லிய,कमजोर (Kamzor),The connection is very tenuous.,இணைப்பு மிகவும் மெல்லியதாக உள்ளது.,संबंध बहुत कमजोर है।,"Weak, Fragile, Slender",பலவீனமான
99,Day 20,Terse,Adjective,Intermediate,சுருக்கமான,रूखा (Rookha),She gave a terse response.,அவள் ஒரு சுருக்கமான பதிலைக் கொடுத்தாள்.,उसने एक रूखा जवाब दिया।,"Brief, Concise, Short",சுருக்கமான
100,Day 20,Tirade,Noun,Intermediate,கடுமையான பேச்சு,लंबी आलोचना (Lambhi Aalochana),The boss launched into a furious tirade.,முதலாளி ஒரு கோபமான கடுமையான பேச்சை ஆரம்பித்தார்.,बॉस ने एक भयंकर लंबी आलोचना शुरू कर दी।,"Rant, Attack, Outburst",நீண்ட கண்டன உரை
101,Day 21,Tout,Verb,Intermediate,புகழ்ந்து பேசு,प्रचार करना (Prachaar Karna),The company began to tout its new product.,நிறுவனம் தனது புதிய தயாரிப்பைப் புகழ்ந்து பேச ஆரம்பித்தது.,कंपनी ने अपने नए उत्पाद का प्रचार करना शुरू कर दिया।,"Praise, Promote, Commend",புகழ்ந்து பேசு
102,Day 21,Turgid,Adjective,Intermediate,வீங்கிய / புரியாத,फूला हुआ / जटिल (Foola Hua / Jatil),The writing was turgid and difficult to read.,எழுத்து புரியாததாகவும் படிக்க கடினமானதாகவும் இருந்தது.,लेखन जटिल और पढ़ने में मुश्किल था।,"Swollen, Inflated, Pompous",வீங்கிய / ஆடம்பரமான
103,Day 21,Ubiquity,Noun,Intermediate,எங்கும் இருக்கும் தன்மை,सर्वव्यापकता (Sarvavyaapakta),The ubiquity of mobile phones is evident.,மொபைல் போன்களின் எங்கும் இருக்கும் தன்மை தெளிவாகிறது.,मोबाइल फोन की सर्वव्यापकता स्पष्ट है।,"Omnipresence, Pervasiveness",எங்கும் நிறைந்திருக்கும் தன்மை
104,Day 21,Unctuous,Adjective,Intermediate,மிகவும் பணிவான (தரம் தாழ்ந்த),चापलूस (Chaaploos),His unctuous flattery was obvious.,அவரது மிகவும் பணிவான முகஸ்துதி வெளிப்படையாக இருந்தது.,उसकी चापलूस चापलूसी स्पष्ट थी।,"Oily, Sycophantic, Greasy",வழவழப்பான / போலியான
105,Day 21,Undermine,Verb,Intermediate,பலவீனப்படுத்து,कमजोर करना (Kamzor Karna),Criticism can undermine confidence.,விமர்சனம் நம்பிக்கையை பலவீனப்படுத்த முடியும்.,आलोचना आत्मविश्वास को कमजोर कर सकती है।,"Weaken, Sabotage, Erode",வலுவிழக்கச் செய்
106,Day 22,Undulate,Verb,Intermediate,அலை அலையாக செல்,लहरना (Laharana),The field of wheat began to undulate.,கோதுமை வயல் அலை அலையாக செல்லத் தொடங்கியது.,गेहूं का खेत लहरना शुरू हो गया।,"Ripple, Wave, Surge",அலையலையாக அசை
