Serial Number,Day Number,English Word,Part of Speech,Difficulty,Tamil Translation,Hindi Translation,English Example,Tamil Example,Hindi Example,Synonyms,Tamil Meaning
138,Day 28,Join,Verb,Beginner,சேர்,शामिल होना [Shaamil Hona],Will you join our team?,நீங்கள் எங்கள் குழுவில் சேருவீர்களா?,क्या आप हमारी टीम में शामिल होंगे?,Connect,இணை
139,Day 28,Kind,Adjective,Beginner,கனிவான,दयालु [Dayaalu],She is a very kind person.,அவள் மிகவும் அன்பான நபர்.,वह बहुत दयालु व्यक्ति है।,Gentle,கனிவான
140,Day 28,Listen,Verb,Beginner,கவனி,सुनना [Sunna],Please listen carefully to the instructions.,அறிவுறுத்தல்களைக் கவனமாகக் கேளுங்கள்.,कृपया निर्देशों को ध्यान से सुनें।,Hear,செவிமடு
141,Day 29,Matter,Noun/Verb,Beginner,விஷயம்,मामला [Maamlaa],It is a serious matter.,இது ஒரு தீவிரமான விஷயம்.,यह एक गंभीर मामला है।,Issue,விவகாரம்
142,Day 29,Move,Verb,Beginner,நகர்,हिलना [Hilnaa],Please move your car.,உங்கள் காரை நகர்த்தவும்.,कृपया अपनी कार हटाएँ।,Shift,இடம் மாறு
143,Day 29,Place,Noun/Verb,Beginner,இடம்,जगह [Jagaah],This is a beautiful place.,இது ஒரு அழகான இடம்.,यह एक सुंदर जगह है।,Location,தலம்
144,Day 29,Practice,Noun/Verb,Beginner,பயிற்சி,अभ्यास करना [Abhyaas Karna],You need to practice every day.,நீங்கள் தினமும் பயிற்சி செய்ய வேண்டும்.,आपको हर दिन अभ्यास करने की ज़रूरत है।,Exercise,பழகுக
145,Day 29,Present,Adjective/Noun,Beginner,தற்போதுள்ள,वर्तमान [Vartamaan],He was present at the event.,அவர் நிகழ்வில் கலந்து கொண்டார்.,वह कार्यक्रम में उपस्थित थे।,Attend,முன்னிலை
146,Day 30,Ready,Adjective,Beginner,தயாராக,तैयार [Taiyaar],Are you ready to leave now?,நீங்கள் இப்போது கிளம்ப தயாரா?,क्या आप अब जाने के लिए तैयार हैं?,Prepared,ஆயத்தம்
147,Day 30,Remember,Verb,Beginner,நினைவில் கொள்,याद रखना [Yaad Rakhna],Always remember your promises.,உங்கள் வாக்குறுதிகளை எப்போதும் நினைவில் கொள்ளுங்கள்.,हमेशा अपने वादों को याद रखें।,Recall,ஞாபகம் வை
148,Day 30,Respond,Verb,Beginner,பதிலளி,जवाब देना [Jawaab Dena],Please respond to the email soon.,மின்னஞ்சலுக்கு விரைவில் பதிலளிக்கவும்.,कृपया जल्द ही ईमेल का उत्तर दें।,Reply,விடையளி
149,Day 30,Result,Noun,Beginner,விளைவு,परिणाम [Parinaam],The result of the test was positive.,தேர்வின் முடிவு சாதகமாக இருந்தது.,परीक्षा का परिणाम सकारात्मक रहा।,Outcome,தேர்ச்சி
150,Day 30,Simple,Adjective,Beginner,எளிய,सरल [Saral],It is a very simple question.,இது ஒரு மிக எளிமையான கேள்வி.,यह एक बहुत ही सरल प्रश्न है।,Easy,சுலபமான
151,Day 31,Speak,Verb,Beginner,பேசு,बोलना [Bolnaa],Can you speak English fluently?,உங்களால் சரளமாக ஆங்கிலம் பேச முடியுமா?,क्या आप धाराप्रवाह अंग्रेजी बोल सकते हैं?,Talk,உரையாடு
152,Day 31,Trust,Noun/Verb,Beginner,நம்பிக்கை,भरोसा [Bharosaa],I place my full trust in him.,நான் அவர் மீது முழு நம்பிக்கை வைத்திருக்கிறேன்.,मुझे उस पर पूरा भरोसा है।,Faith,உறுதி
153,Day 31,Understand,Verb,Beginner,புரிந்துகொள்,समझना [Samajhnaa],Do you understand the instructions?,உங்களுக்கு அறிவுறுத்தல்கள் புரிகிறதா?,क्या आप निर्देशों को समझते हैं?,Comprehend,உணர்
154,Day 31,Value,Noun/Verb,Beginner,மதிப்பு,मूल्य [Moolya],The watch has high monetary value.,இந்த கடிகாரம் அதிக பண மதிப்பு கொண்டது.,इस घड़ी का मौद्रिक मूल्य अधिक है।,Worth,கிரயம்
155,Day 31,Wish,Noun/Verb,Beginner,விருப்பம்,इच्छा [Ichchhaa],I wish you all the best.,உங்களுக்கு எனது நல்வாழ்த்துகள்.,मैं आपके मंगल भविष्य की कामना करता हूँ।,Desire,ஆசை / விருப்பம்
156,Day 32,Accept,Verb,Beginner,ஏற்றுக்கொள்,स्वीकार करना [Sveekaar Karna],He decided to accept the offer.,அவர் அந்த சலுகையை ஏற்க முடிவு செய்தார்.,उन्होंने प्रस्ताव स्वीकार करने का निर्णय लिया।,Approve,சம்மதி
157,Day 32,Avoid,Verb,Beginner,தவிர்த்துவிடு,टालना [Taalnaa],Try to avoid unnecessary conflict.,தேவையற்ற மோதல்களைத் தவிர்க்க முயற்சி செய்யுங்கள்.,अनावश्यक संघर्ष से बचने की कोशिश करें।,Shun,விலகு
158,Day 32,Danger,Noun,Beginner,ஆபத்து,खतरा [Khatraa],Smoking is a danger to health.,புகைபிடித்தல் ஆரோக்கியத்திற்கு ஆபத்தானது.,धूम्रपान स्वास्थ्य के लिए खतरा है।,Risk,இடர்
159,Day 32,Enjoy,Verb,Beginner,மகிழ்,आनंद लेना [Aanand Lenaa],Did you enjoy the party?,நீங்கள் விருந்தை ரசித்தீர்களா?,क्या आपने पार्टी का आनंद लिया?,Relish,கொண்டாடு
160,Day 32,Large,Adjective,Beginner,பெரிய,बड़ा [Badaa],We saw a large building downtown.,நகரத்தின் மையப்பகுதியில் ஒரு பெரிய கட்டிடத்தைப் பார்த்தோம்.,हमने शहर के बीचों-बीच एक बड़ी इमारत देखी।,Structure,மாளிகை
161,Day 33,Quiet,Adjective,Beginner,அமைதியான,शांत [Shaant],Please keep your voice quiet.,தயவுசெய்து உங்கள் குரலை அமைதியாக வைத்திருக்கவும்.,कृपया अपनी आवाज़ धीमी रखें।,Silent,நிசப்தம்
162,Day 33,Show,Verb,Beginner,காட்டு,दिखाना [Dikhaana],Can you show me the way?,எனக்கு வழி காட்ட முடியுமா?,क्या आप मुझे रास्ता दिखा सकते हैं?,Guide,பாதை
163,Day 33,Aware,Adjective,Beginner,அறிந்த,अवगत [Avagat],I was aware of the problem.,எனக்கு அந்தப் பிரச்சனை தெரிந்திருந்தது.,मुझे समस्या के बारे में पता था।,Informed,விழிப்புணர்வு
164,Day 33,Chance,Noun,Beginner,வாய்ப்பு,मौका [Mauka],This is your last chance.,இது உனக்குக் கடைசி வாய்ப்பு.,यह आपका आखिरी मौका है।,Opportunity,சந்தர்ப்பம்
165,Day 33,Create,Verb,Beginner,உருவாக்கு,बनाना [Banaana],She wants to create a new design.,அவள் ஒரு புதிய வடிவமைப்பை உருவாக்க விரும்புகிறாள்.,वह एक नया डिज़ाइन बनाना चाहती है।,Produce,உருவாக்கு
