Day,Level,English,Tamil,Hindi
Day 17,Intermediate,I'm not sure if I have enough time to finish this today.,இதை இன்று முடிப்பதற்கு எனக்குப் போதுமான நேரம் இருக்குமா என்று தெரியவில்லை. (Idhai indru mudippadharku enakkup podhumaana neram irukkuma endru theriyavillai.),मुझे यकीन नहीं है कि मेरे पास इसे आज पूरा करने के लिए पर्याप्त समय है या नहीं। (Mujhe yakeen nahi hai ki mere paas ise aaj poora karne ke liye paryaapt samay hai ya nahi.)
Day 17,Intermediate,Could you please send me the location on WhatsApp?,தயவுசெய்து லொகேஷனை எனக்கு வாட்ஸ்அப்பில் அனுப்ப முடியுமா? (Thayavuseidhu location-ai enakku WhatsApp-il anuppa mudiyuma?),क्या आप कृपया मुझे व्हाट्सएप पर लोकेशन भेज सकते हैं? (Kya aap kripya mujhe WhatsApp par location bhej sakte hain?)
Day 17,Intermediate,I've been meaning to call you for the past few days.,கடந்த சில நாட்களாக நான் உங்களை அழைக்க வேண்டும் என்று நினைத்துக் கொண்டிருந்தேன். (Kadhandha sila naatkalaaga naan ungalai azhaikka vendum endru ninaithuk kondirundhen.),मैं पिछले कुछ दिनों से आपको कॉल करने की सोच रहा था। (Main pichle kuch dino se aapko call karne ki soch raha tha.)
Day 17,Intermediate,Please make sure that all the windows are closed properly.,எல்லா ஜன்னல்களும் சரியாக மூடப்பட்டிருப்பதை உறுதி செய்யவும். (Ella jannalgalum sariyaaga moodappattiruppadhai urudhi seiyavum.),कृपया सुनिश्चित करें कि सभी खिड़कियां ठीक से बंद हैं। (Kripya sunishchit karen ki sabhi khidkiyaan theek se band hain.)
Day 17,Intermediate,I think it's better to postpone the meeting to next week.,கூட்டத்தை அடுத்த வாரத்திற்கு ஒத்திவைப்பது நல்லது என்று நினைக்கிறேன். (Koottathai adhutha vaarathirku oththivaippadhu nalladhu endru ninaikkiren.),मुझे लगता है कि मीटिंग को अगले हफ्ते के लिए टालना बेहतर है। (Mujhe lagta hai ki meeting ko agle hafte ke liye taalna behtar hai.)
Day 18,Intermediate,I really appreciate all the help you have given me.,நீங்கள் எனக்குச் செய்த அனைத்து உதவிகளுக்கும் நான் மிகவும் நன்றி கூறுகிறேன். (Neengal enakkuch seitha anaithu udhavigalukkum naan migavum nandri koorigiren.),"आपने मेरी जो भी मदद की है, मैं उसकी वास्तव में सराहना करता हूँ। (Aapne meri jo bhi madad ki hai, main uski vaastav mein saraahna karta hoon.)"
Day 18,Intermediate,What do you think is the best way to save money?,பணத்தைச் சேமிக்க சிறந்த வழி எது என்று நீங்கள் நினைக்கிறீர்கள்? (Panaththaich semikka sirandha vazhi edhu endru neengal ninaikkireergal?),आपके अनुसार पैसे बचाने का सबसे अच्छा तरीका क्या है? (Aapke anusar paise bachane ka sabse accha tareeka kya hai?)
Day 18,Intermediate,I prefer to watch movies with subtitles in English.,நான் ஆங்கில வசனங்களுடன் (subtitles) படங்களைப் பார்க்க விரும்புகிறேன். (Naan aangila vasanangaludan padangalaip paarkka virumbugiren.),मैं अंग्रेजी सबटाइटल्स के साथ फिल्में देखना पसंद करता हूँ। (Main angrezi subtitles ke saath filmein dekhna pasand karta hoon.)
Day 18,Intermediate,She's been feeling a bit stressed lately due to work.,வேலையினால் அவர் கடந்த சில நாட்களாகச் சோர்வாக உணர்கிறார். (Velaiyinal avar kadhandha sila naatkalaagach sorvaaga unargirar.),काम की वजह से वह पिछले कुछ समय से थोड़ा तनाव महसूस कर रही हैं। (Kaam ki wajah se wah pichle kuch samay se thoda tanaav mehsoos kar rahi hain.)
Day 18,Intermediate,I'll be there as soon as I finish my dinner.,நான் இரவு உணவை முடித்தவுடன் அங்கு வந்துவிடுவேன். (Naan iravu unavai mudithavudan angu vandhuviduven.),मैं अपना रात का खाना खत्म करते ही वहाँ पहुँच जाऊँगा। (Main apna raat ka khana khatam karte hi wahan pahunch jaunga.)
Day 19,Intermediate,I'm planning to go for a run every morning from now on.,நான் இனிமேல் தினமும் காலையில் ஓட்டப் பயிற்சி செய்யத் திட்டமிட்டுள்ளேன். (Naan inimel dhinamum kaalaiyil ottappayirchi seiya thittamittullen.),मैं अब से हर सुबह दौड़ने जाने की योजना बना रहा हूँ। (Main ab se har subah daudne jaane ki yojna bana raha hoon.)
Day 19,Intermediate,Have you ever tried any traditional South Indian dishes?,நீங்கள் எப்போதாவது பாரம்பரிய தென்னிந்திய உணவுகளைச் சாப்பிட்டுள்ளீர்களா? (Neengal eppozhudhavadhu paarambariya then-indhiya unavugalaich saappittulleergala?),क्या आपने कभी कोई पारंपरिक दक्षिण भारतीय व्यंजन आज़माया है? (Kya aapne kabhi koi paaramparik dakshin bharatiya vyanjan aazmaaya hai?)
